id,category,expected_path,expected_handler,question
Q03646,ability_metric,deterministic,data_handler_metric,What's my latest SpO2? Thank you.
Q03647,drug_interaction,deterministic,drug_interaction_query,Can I take Acitrom 2 with alcohol?
Q03648,ability_metric,deterministic,data_handler_metric,Quick question — what was my last blood pressure reading?
Q03649,education_condition,llm,symptom_rag,What age does Autism Spectrum Disorder usually start?
Q03650,drug_info,deterministic,drug_lookup,Alternatives to Omnacortil?
Q03651,education_condition,llm,symptom_rag,Can Rubella Congenital Rubella Syndrome come back after treatment?
Q03652,symptom_mild,llm,symptom_rag,When should I see a doctor about slight dizziness when I stand up quickly?
Q03653,education_condition,llm,symptom_rag,How is Esophageal Stricture usually treated?
Q03654,education_condition,llm,symptom_rag,Does Alcoholic Hepatitis run in families?
Q03655,education_condition,llm,symptom_rag,Can exercise help manage Sialadenitis Salivary Calculi?
Q03656,ability_summary,deterministic,data_handler_summary,Can you help me with this: give me a health summary for the week.
Q03657,education_condition,llm,symptom_rag,Is Fragility & Traumatic Fractures curable or only manageable?
Q03658,medication_llm,llm,symptom_rag,Can I take aceclofenac on an empty stomach?
Q03659,education_condition,llm,symptom_rag,How is Generalised Obesity diagnosed?
Q03660,drug_info,deterministic,drug_lookup,About my medication enalapril — what should I know?
Q03661,education_condition,llm,symptom_rag,My father was just diagnosed with Hashimoto's Thyroiditis (Autoimmune Thyroiditis). What should our family know?
Q03662,education_condition,llm,symptom_rag,What is the difference between mild and severe High LDL cholesterol?
Q03663,education_condition,llm,symptom_rag,Can Hyperuricemia (asymptomatic) be prevented?
Q03664,education_condition,llm,symptom_rag,What foods should I avoid if I have Hypermetropia?
Q03665,drug_info,deterministic,drug_lookup,Substitutes for Crocin?
Q03666,drug_info,deterministic,drug_lookup,Tell me about the medicine Moov.
Q03667,education_condition,llm,symptom_rag,Can Transient Ischemic Attack come back after treatment?
Q03668,education_condition,llm,symptom_rag,What foods should I avoid if I have Bruxism?
Q03669,education_condition,llm,symptom_rag,Does stress make Perinatal Postpartum Depression worse?
Q03670,education_condition,llm,symptom_rag,Can children get Astigmatism?
Q03671,medication_llm,llm,symptom_rag,How long does Zoloft 50 take to start working?
Q03672,education_condition,llm,symptom_rag,Is Ulcerative Colitis hereditary? My mother has it.
Q03673,education_condition,llm,symptom_rag,Is Extrapulmonary Tuberculosis (EPTB) curable or only manageable?
Q03674,off_topic,deterministic,scope_decline,One more thing: write a program in java to reverse a string.
Q03675,drug_info,deterministic,drug_lookup,Is Restyl 0.25 habit forming?
Q03676,triage_high,deterministic,triage_high,my father has crushing chest pain — what could this be?
Q03677,education_condition,llm,symptom_rag,How serious is CKD of Unknown Etiology?
Q03678,greeting,deterministic,conversational,hello there
Q03679,education_condition,llm,symptom_rag,How is Chronic Constipation monitored over time?
Q03680,education_condition,llm,symptom_rag,Can children get Cervicitis Cervical Ectropion?
Q03681,ability_summary,deterministic,data_handler_summary,"Please, a summary of my health for this month, please."
Q03682,ability_metric,deterministic,data_handler_metric,One more thing: show me my latest oxygen saturation.
Q03683,education_condition,llm,symptom_rag,Can Internet Gaming Smartphone Addiction come back after treatment?
Q03684,education_condition,llm,symptom_rag,Can Trigeminal Neuralgia be prevented?
Q03685,medication_llm,llm,symptom_rag,Can I take Wysolone 10 on an empty stomach?
Q03686,education_condition,llm,symptom_rag,What are the early symptoms of Ulcerative Colitis?
Q03687,education_condition,llm,symptom_rag,How often should I get screened for Medication Overuse Headache?
Q03688,triage_high,deterministic,triage_high,I have sudden severe abdominal pain — do I need tests?
Q03689,education_condition,llm,symptom_rag,How serious is Oligomenorrhea?
Q03690,education_condition,llm,symptom_rag,How often should I get screened for Byssinosis?
Q03691,education_condition,llm,symptom_rag,How often should I get screened for Pilonidal Sinus?
Q03692,education_condition,llm,symptom_rag,Are there support resources for people with Tinea Corporis?
Q03693,education_condition,llm,symptom_rag,Can Acne Vulgaris be prevented?
Q03694,education_condition,llm,symptom_rag,What are the early symptoms of Folate Deficiency?
Q03695,education_condition,llm,symptom_rag,Are there warning signs of Ramsay Hunt Syndrome I should watch for?
Q03696,education_condition,llm,symptom_rag,Can children get Angina Pectoris (stable unstable)?
Q03697,data_query,deterministic,data_query,"Please, what is my risk based on my family history?"
Q03698,data_query,deterministic,data_query,Can you help me with this: summarize my family history for me.
Q03699,education_condition,llm,symptom_rag,How is Cholecystitis monitored over time?
Q03700,education_condition,llm,symptom_rag,Can Acute Sinusitis Rhinosinusitis be prevented?
Q03701,education_condition,llm,symptom_rag,Are there support resources for people with Edentulism Partial Tooth Loss?
Q03702,drug_info,deterministic,drug_lookup,Is losartan habit forming?
Q03703,education_condition,llm,symptom_rag,Are there warning signs of Fragility & Traumatic Fractures I should watch for?
Q03704,education_condition,llm,symptom_rag,Can diet alone manage Vulvodynia?
Q03705,education_condition,llm,symptom_rag,How serious is Chronic Kidney Disease?
Q03706,education_condition,llm,symptom_rag,What age does Phimosis Paraphimosis usually start?
Q03707,education_condition,llm,symptom_rag,What age does Tobacco Use Dependence usually start?
Q03708,education_condition,llm,symptom_rag,How is Benign Prostatic Hyperplasia usually treated?
Q03709,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Depressive Disorders?
Q03710,drug_interaction,deterministic,drug_interaction_query,Does Evion 400 interact with metformin?
Q03711,education_condition,llm,symptom_rag,How is Hyperemesis Gravidarum monitored over time?
Q03712,drug_info,deterministic,drug_lookup,Alternatives to Augmentin 625?
Q03713,boundary,llm,symptom_rag,My doctor mentioned claudication — what does it mean?
Q03714,education_condition,llm,symptom_rag,What complications can Oral submucous fibrosis lead to if untreated?
Q03715,boundary,llm,symptom_rag,Can you keep a secret about my health data?
Q03716,education_condition,llm,symptom_rag,What complications can Internet Gaming Smartphone Addiction lead to if untreated?
Q03717,education_condition,llm,symptom_rag,What tests are used to check for Lung Abscess Empyema?
Q03718,education_condition,llm,symptom_rag,How is Silicosis diagnosed?
Q03719,education_condition,llm,symptom_rag,Are there support resources for people with Varicella Chickenpox?
Q03720,education_condition,llm,symptom_rag,What tests are used to check for Dementia — Lewy Body Frontotemporal?
Q03721,education_condition,llm,symptom_rag,What is the difference between mild and severe Vestibular Neuritis Labyrinthitis?
Q03722,medication_llm,llm,symptom_rag,Can I stop taking Ascoril LS once I feel better?
Q03723,education_condition,llm,symptom_rag,What questions should I ask my doctor about Genitourinary Syndrome of Menopause?
Q03724,education_condition,llm,symptom_rag,Can Otitis Externa be prevented?
Q03725,ability_suggestion,deterministic,data_handler_suggestion,"Please, suggest healthy habits for my PCOS."
Q03726,education_condition,llm,symptom_rag,Can Psoriatic Arthritis come back after treatment?
Q03727,triage_emergency,deterministic,triage_emergency,URGENT: he is gasping for air and not responding
Q03728,education_condition,llm,symptom_rag,What foods should I avoid if I have Cleft Lip & Palate?
Q03729,education_condition,llm,symptom_rag,What tests are used to check for G6PD Deficiency?
Q03730,education_condition,llm,symptom_rag,What complications can Dystonia lead to if untreated?
Q03731,off_topic,deterministic,scope_decline,One more thing: who won the cricket world cup?
Q03732,education_condition,llm,symptom_rag,Can exercise help manage Laryngitis?
Q03733,off_topic,deterministic,scope_decline,"Please, can you refactor a script for me in typescript?"
Q03734,ability_tracker,deterministic,data_handler_tracker,I smoked 10 beedis yesterday.
Q03735,education_condition,llm,symptom_rag,Does Tropical Pulmonary Eosinophilia run in families?
Q03736,education_condition,llm,symptom_rag,How does Bronchiectasis affect daily life?
Q03737,education_condition,llm,symptom_rag,Can Delirium be prevented?
Q03738,greeting,deterministic,conversational,hey there
Q03739,drug_interaction,deterministic,drug_interaction_query,Is it safe to take Ascoril LS with ibuprofen?
Q03740,education_condition,llm,symptom_rag,Is Croup (pediatric) more common in men or women?
Q03741,education_condition,llm,symptom_rag,Are there warning signs of Bullous Pemphigoid I should watch for?
Q03742,education_condition,llm,symptom_rag,Can Oral Leukoplakia be prevented?
Q03743,drug_info,deterministic,drug_lookup,Is Rosuvas 10 habit forming?
Q03744,education_condition,llm,symptom_rag,Are there warning signs of Interstitial Lung Disease Pulmonary Fibrosis I should watch for?
Q03745,education_condition,llm,symptom_rag,What age does Anthrax usually start?
Q03746,education_condition,llm,symptom_rag,Can Post-COVID Condition Long COVID come back after treatment?
Q03747,education_condition,llm,symptom_rag,Can Restless Legs Syndrome be prevented?
Q03748,drug_info,deterministic,drug_lookup,Alternatives to Rantac 150?
Q03749,education_condition,llm,symptom_rag,Can exercise help manage Conjunctivitis?
Q03750,education_condition,llm,symptom_rag,Can diet alone manage Dystonia?
Q03751,education_condition,llm,symptom_rag,How does Juvenile Idiopathic Arthritis affect daily life?
Q03752,ability_summary,deterministic,data_handler_summary,"Please, show me my yearly health summary."
Q03753,education_condition,llm,symptom_rag,How often should I get screened for COVID-19?
Q03754,education_condition,llm,symptom_rag,Is Crohn's Disease hereditary? My mother has it.
Q03755,ability_tracker,deterministic,data_handler_tracker,I smoked 4 beedis yesterday.
Q03756,education_condition,llm,symptom_rag,Is Rectal Prolapse curable or only manageable?
Q03757,education_condition,llm,symptom_rag,Can Ankyloglossia (tongue tie) be prevented?
Q03758,education_condition,llm,symptom_rag,How is Corns & Calluses usually treated?
Q03759,education_condition,llm,symptom_rag,What complications can Pyelonephritis lead to if untreated?
Q03760,education_condition,llm,symptom_rag,What causes Motor Neuron Disease Amyotrophic Lateral Sclerosis?
Q03761,education_condition,llm,symptom_rag,Are there warning signs of Graves' Disease I should watch for?
Q03762,education_condition,llm,symptom_rag,What foods should I avoid if I have Hydrocephalus Normal Pressure Hydrocephalus?
Q03763,education_condition,llm,symptom_rag,What age does Deep Vein Thrombosis usually start?
Q03764,triage_emergency,deterministic,triage_emergency,"my wife's face is drooping and her speech is slurred, what should I do?"
Q03765,ability_metric,deterministic,data_handler_metric,One more thing: what's my current blood sugar level according to my records?
Q03766,drug_interaction,deterministic,drug_interaction_query,Can I take Moov with alcohol?
Q03767,drug_info,deterministic,drug_lookup,Alternatives to Norflox TZ?
Q03768,education_condition,llm,symptom_rag,What age does Acute Rheumatic Fever usually start?
Q03769,medication_llm,llm,symptom_rag,Can I take Becosules on an empty stomach?
Q03770,education_condition,llm,symptom_rag,How is Tropical Calcific Pancreatitis diagnosed?
Q03771,drug_info,deterministic,drug_lookup,About my medication escitalopram — what should I know?
Q03772,education_condition,llm,symptom_rag,Are there warning signs of Varicocele I should watch for?
Q03773,drug_interaction,deterministic,drug_interaction_query,Does Combiflam interact with metformin?
Q03774,ability_tracker,deterministic,data_handler_tracker,Just had 6 glasses of water.
Q03775,education_condition,llm,symptom_rag,"Is Influenza (seasonal, H1N1) curable or only manageable?"
Q03776,metric_unsupported_llm,llm,symptom_rag,Quick question — what was my last ferritin level?
Q03777,education_condition,llm,symptom_rag,What lifestyle changes help with Irritable Bowel Syndrome?
Q03778,education_condition,llm,symptom_rag,How is Croup (pediatric) monitored over time?
Q03779,data_query,deterministic,data_query,One more thing: summarize my family history for me.
Q03780,education_condition,llm,symptom_rag,What is the difference between mild and severe Post-Inflammatory Hyperpigmentation?
Q03781,education_condition,llm,symptom_rag,Does Dental Caries run in families?
Q03782,education_condition,llm,symptom_rag,Does Melasma Chloasma run in families?
Q03783,drug_interaction,deterministic,drug_interaction_query,Can I take amitriptyline and paracetamol together?
Q03784,drug_info,deterministic,drug_lookup,What are the side effects of Betaloc 25?
Q03785,education_condition,llm,symptom_rag,How is Keloids & Hypertrophic Scars monitored over time?
Q03786,education_condition,llm,symptom_rag,Is Zinc Deficiency curable or only manageable?
Q03787,education_condition,llm,symptom_rag,Can exercise help manage Chronic Bronchitis?
Q03788,drug_info,deterministic,drug_lookup,About my medication Amaryl 1mg — what should I know?
Q03789,drug_interaction,deterministic,drug_interaction_query,Does Moov interact with metformin?
Q03790,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Premenstrual Syndrome (PMS) Premenstrual Dysphoric Disorder (PMDD)?
Q03791,education_condition,llm,symptom_rag,Can Uterine Fibroids Leiomyoma come back after treatment?
Q03792,education_condition,llm,symptom_rag,Can exercise help manage Gastroparesis?
Q03793,model_probe,deterministic,conversational,Are you a bot? I won't tell anyone.
Q03794,education_condition,llm,symptom_rag,Can children get Chronic Kidney Disease?
Q03795,ability_tracker,deterministic,data_handler_tracker,Just had 8 glasses of water.
Q03796,ability_document,deterministic,data_handler_document,"Please, find my recent MRI report."
Q03797,education_condition,llm,symptom_rag,Can diet alone manage Dry Eye Disease?
Q03798,greeting,deterministic,conversational,hey doc
Q03799,boundary,llm,symptom_rag,What are the side effects of fasting for long hours?
Q03800,triage_emergency,deterministic,triage_emergency,What do I do? my mother won't wake up this morning
Q03801,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Gout?
Q03802,education_condition,llm,symptom_rag,How often should I get screened for Vitamin & Mineral deficiencies?
Q03803,education_condition,llm,symptom_rag,What lifestyle changes help with Cutaneous Leishmaniasis?
Q03804,education_condition,llm,symptom_rag,What lifestyle changes help with Diabetic Retinopathy?
Q03805,education_condition,llm,symptom_rag,Can diet alone manage Coronary Heart Disease?
Q03806,off_topic,deterministic,scope_decline,Calculate the integral of x squared.
Q03807,education_condition,llm,symptom_rag,Does Delirium run in families?
Q03808,education_condition,llm,symptom_rag,Can Childhood Anemia (6–59 months) be prevented?
Q03809,education_condition,llm,symptom_rag,What is the difference between mild and severe Alcohol use?
Q03810,medication_llm,llm,symptom_rag,Can I take Cheston Cold on an empty stomach?
Q03811,medication_llm,llm,symptom_rag,Can I take Medrol 4 on an empty stomach?
Q03812,greeting,deterministic,conversational,hello
Q03813,education_condition,llm,symptom_rag,Are there warning signs of Venous Leg Ulcer I should watch for?
Q03814,drug_info,deterministic,drug_lookup,Side effects of Benadryl syrup?
Q03815,education_condition,llm,symptom_rag,Can children get Physical inactivity?
Q03816,education_condition,llm,symptom_rag,What tests are used to check for Coal Worker's Pneumoconiosis?
Q03817,education_condition,llm,symptom_rag,How is Acute Gastroenteritis Diarrhea usually treated?
Q03818,triage_emergency,deterministic,triage_emergency,my colleague suddenly became unresponsive. Please tell me what to do right now.
Q03819,education_condition,llm,symptom_rag,What lifestyle changes help with Melioidosis?
Q03820,education_condition,llm,symptom_rag,"Can children get Smokeless Tobacco Use (gutka, khaini)?"
Q03821,education_condition,llm,symptom_rag,Can diet alone manage Autoimmune Hepatitis?
Q03822,symptom_mild,llm,symptom_rag,What home remedies help with brittle nails lately?
Q03823,education_condition,llm,symptom_rag,How does Vitamin A Deficiency affect daily life?
Q03824,education_condition,llm,symptom_rag,"Is Nail Disorders (pitting, clubbing, koilonychia) more common in men or women?"
Q03825,education_condition,llm,symptom_rag,Does Herpes Simplex (labialis & genital) run in families?
Q03826,education_condition,llm,symptom_rag,Does Generalised Obesity run in families?
Q03827,education_condition,llm,symptom_rag,What is the difference between mild and severe Osteomyelitis?
Q03828,drug_info,deterministic,drug_lookup,Tell me about the tablet Volini gel.
Q03829,drug_info,deterministic,drug_lookup,What are the substitutes of Glimepiride?
Q03830,education_condition,llm,symptom_rag,What complications can Calcium Deficiency lead to if untreated?
Q03831,education_condition,llm,symptom_rag,What causes Myocarditis?
Q03832,drug_info,deterministic,drug_lookup,Tell me about the medicine Gelusil.
Q03833,education_condition,llm,symptom_rag,Is Poliomyelitis curable or only manageable?
Q03834,education_condition,llm,symptom_rag,Can children get Pilonidal Sinus?
Q03835,hinglish_general,llm,symptom_rag,sugar control karne ke liye kya khana chahiye? please
Q03836,education_condition,llm,symptom_rag,What is Infective Endocarditis?
Q03837,education_condition,llm,symptom_rag,Can exercise help manage Xerostomia (dry mouth)?
Q03838,education_condition,llm,symptom_rag,Can children get Varicella Chickenpox?
Q03839,drug_info,deterministic,drug_lookup,What is Rantac 150 prescribed for?
Q03840,education_condition,llm,symptom_rag,Does stress make Hirsutism worse?
Q03841,hinglish_general,llm,symptom_rag,"neend nahi aati raat ko, kya karun? jaldi batao"
Q03842,model_probe,deterministic,conversational,Are you Grok? I won't tell anyone.
Q03843,education_condition,llm,symptom_rag,How serious is Lumbar Disc Prolapse Sciatica?
Q03844,symptom_mild,llm,symptom_rag,Is it normal to have a small mouth ulcer?
Q03845,education_condition,llm,symptom_rag,Can children get Polycystic Ovarian Syndrome?
Q03846,education_condition,llm,symptom_rag,Are there warning signs of Conjunctivitis I should watch for?
Q03847,drug_info,deterministic,drug_lookup,Side effects of Zoloft 50?
Q03848,education_condition,llm,symptom_rag,What are the early symptoms of Zinc Deficiency?
Q03849,drug_interaction,deterministic,drug_interaction_query,Is it safe to take Cetzine with ibuprofen?
Q03850,education_condition,llm,symptom_rag,How does Rheumatic Heart Disease affect daily life?
Q03851,education_condition,llm,symptom_rag,How is Hepatitis E diagnosed?
Q03852,education_condition,llm,symptom_rag,Can children get Pelvic Inflammatory Disease?
Q03853,education_condition,llm,symptom_rag,Does Pneumonia run in families?
Q03854,medication_llm,llm,symptom_rag,Can I take prednisolone on an empty stomach?
Q03855,education_condition,llm,symptom_rag,Are there warning signs of Ascites I should watch for?
Q03856,education_condition,llm,symptom_rag,Does Chlamydia run in families?
Q03857,drug_info,deterministic,drug_lookup,What are the side effects of Clopitab 75?
Q03858,ability_document,deterministic,data_handler_document,One more thing: what was my last test report?
Q03859,ability_metric,deterministic,data_handler_metric,What was my last HDL?
Q03860,education_condition,llm,symptom_rag,What causes Hypersensitivity Pneumonitis?
Q03861,off_topic,deterministic,scope_decline,"Please, calculate the integral of x squared."
Q03862,education_condition,llm,symptom_rag,Is Hepatic Encephalopathy hereditary? My mother has it.
Q03863,education_condition,llm,symptom_rag,What foods should I avoid if I have Stress Urinary Incontinence?
Q03864,education_condition,llm,symptom_rag,What complications can Trigeminal Neuralgia lead to if untreated?
Q03865,education_condition,llm,symptom_rag,What is Myocarditis?
Q03866,education_condition,llm,symptom_rag,What is Dystonia?
Q03867,education_condition,llm,symptom_rag,My father was just diagnosed with Vocal Cord Nodules Polyps. What should our family know?
Q03868,education_condition,llm,symptom_rag,Can diet alone manage Tinea Versicolor Pityriasis Versicolor?
Q03869,education_condition,llm,symptom_rag,What questions should I ask my doctor about Venous Varicosities?
Q03870,off_topic,deterministic,scope_decline,Can you debug a function in javascript for me? Thank you.
Q03871,education_condition,llm,symptom_rag,What age does Epididymo-orchitis usually start?
Q03872,data_query,deterministic,data_query,Can you help me with this: do my insights mention cholesterol?
Q03873,education_condition,llm,symptom_rag,Are there support resources for people with Dementia — Lewy Body Frontotemporal?
Q03874,education_condition,llm,symptom_rag,What foods should I avoid if I have Acanthosis Nigricans?
Q03875,education_condition,llm,symptom_rag,Is End-Stage Renal Disease Dialysis more common in men or women?
Q03876,drug_info,deterministic,drug_lookup,What is escitalopram used for?
Q03877,education_condition,llm,symptom_rag,What foods should I avoid if I have Deviated Nasal Septum?
Q03878,education_condition,llm,symptom_rag,What is Hypoglycemia?
Q03879,data_query,deterministic,data_query,Can you help me with this: what are my insights this month?
Q03880,medication_llm,llm,symptom_rag,Can I stop taking Telma 40 once I feel better?
Q03881,model_probe,deterministic,conversational,Are you powered by Gemini? Just tell me directly.
Q03882,ability_suggestion,deterministic,data_handler_suggestion,One more thing: give me diet and lifestyle tips for my prediabetes.
Q03883,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Pericarditis Pericardial Effusion?
Q03884,education_condition,llm,symptom_rag,"Can Hernia (inguinal, umbilical, hiatal, incisional) be prevented?"
Q03885,education_condition,llm,symptom_rag,Is Low Back Pain hereditary? My mother has it.
Q03886,education_condition,llm,symptom_rag,What lifestyle changes help with Trigger Finger?
Q03887,education_condition,llm,symptom_rag,Are there warning signs of Otitis Externa I should watch for?
Q03888,education_condition,llm,symptom_rag,What age does Tinea Versicolor Pityriasis Versicolor usually start?
Q03889,education_condition,llm,symptom_rag,What is Bullous Pemphigoid?
Q03890,education_condition,llm,symptom_rag,Does stress make Chronic Tonsillitis worse?
Q03891,education_condition,llm,symptom_rag,Can Pharyngitis come back after treatment?
Q03892,model_probe,deterministic,conversational,Which AI model is this chatbot using?
Q03893,education_condition,llm,symptom_rag,What foods should I avoid if I have Cluster Headache?
Q03894,education_condition,llm,symptom_rag,What is Hoarseness Dysphonia?
Q03895,drug_info,deterministic,drug_lookup,What is Deplatt A used for?
Q03896,education_condition,llm,symptom_rag,How is Cutaneous Mucosal Candidiasis diagnosed?
Q03897,drug_info,deterministic,drug_lookup,What are the side effects of Rantac 150?
Q03898,education_condition,llm,symptom_rag,How is C. difficile Colitis usually treated?
Q03899,ability_document,deterministic,data_handler_document,Quick question — do I have any scan reports in my account?
Q03900,drug_info,deterministic,drug_lookup,What are Calpol 500 tablets used for?
Q03901,education_condition,llm,symptom_rag,What tests are used to check for Atopic Dermatitis Eczema?
Q03902,education_condition,llm,symptom_rag,What tests are used to check for Fragility & Traumatic Fractures?
Q03903,education_condition,llm,symptom_rag,What questions should I ask my doctor about Male Infertility Oligospermia?
Q03904,triage_emergency,deterministic,triage_emergency,Help — my wife's face is drooping and her speech is slurred!
Q03905,education_condition,llm,symptom_rag,Does Peyronie's Disease run in families?
Q03906,education_condition,llm,symptom_rag,Does stress make Folliculitis worse?
Q03907,triage_emergency,deterministic,triage_emergency,"my mother won't wake up this morning, what should I do?"
Q03908,education_condition,llm,symptom_rag,Can Type 1 Diabetes Mellitus be prevented?
Q03909,drug_info,deterministic,drug_lookup,What are the substitutes of Forxiga 10?
Q03910,education_condition,llm,symptom_rag,What foods should I avoid if I have Hepatitis A?
Q03911,drug_info,deterministic,drug_lookup,Tell me about the medicine Atorva 10.
Q03912,education_condition,llm,symptom_rag,How does Acanthosis Nigricans affect daily life?
Q03913,drug_interaction,deterministic,drug_interaction_query,Can I take Gelusil and paracetamol together?
Q03914,off_topic,deterministic,scope_decline,"Please, can you debug a function in javascript for me?"
Q03915,ability_metric,deterministic,data_handler_metric,Quick question — what are my latest triglycerides?
Q03916,education_condition,llm,symptom_rag,How does Mild Cognitive Impairment affect daily life?
Q03917,education_condition,llm,symptom_rag,Does stress make Urticaria (acute & chronic) worse?
Q03918,education_condition,llm,symptom_rag,Is Acne Vulgaris more common in men or women?
Q03919,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Hydrocephalus Normal Pressure Hydrocephalus?
Q03920,ability_metric,deterministic,data_handler_metric,What was my last BMI? Thank you.
Q03921,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Osteomyelitis?
Q03922,medication_llm,llm,symptom_rag,How long does losartan take to start working?
Q03923,education_condition,llm,symptom_rag,Can exercise help manage Chronic Liver Disease Cirrhosis?
Q03924,education_condition,llm,symptom_rag,Is Hepatic Encephalopathy more common in men or women?
Q03925,metric_unsupported_llm,llm,symptom_rag,What's my latest magnesium level? Thank you.
Q03926,education_condition,llm,symptom_rag,Can diet alone manage Medication Overuse Headache?
Q03927,symptom_mild,llm,symptom_rag,I have a stuffy nose at night. Should I be worried?
Q03928,education_condition,llm,symptom_rag,How often should I get screened for Folliculitis?
Q03929,drug_info,deterministic,drug_lookup,Side effects of Moov?
Q03930,drug_interaction,deterministic,drug_interaction_query,Is it safe to take prednisolone with ibuprofen?
Q03931,education_condition,llm,symptom_rag,How often should I get screened for Multiple Sclerosis?
Q03932,education_condition,llm,symptom_rag,What causes Uterine Fibroids Leiomyoma?
Q03933,education_condition,llm,symptom_rag,Is Generalised Obesity curable or only manageable?
Q03934,education_condition,llm,symptom_rag,Is Dental Fluorosis more common in men or women?
Q03935,education_condition,llm,symptom_rag,How is Pyelonephritis diagnosed?
Q03936,education_condition,llm,symptom_rag,What causes Sarcopenia?
Q03937,education_condition,llm,symptom_rag,What complications can Abdominal Central Obesity lead to if untreated?
Q03938,education_condition,llm,symptom_rag,How is Chronic Liver Disease Cirrhosis monitored over time?
Q03939,education_condition,llm,symptom_rag,What is Migraine?
Q03940,education_condition,llm,symptom_rag,My father was just diagnosed with Oligomenorrhea. What should our family know?
Q03941,education_condition,llm,symptom_rag,Can diet alone manage Cataract?
Q03942,education_condition,llm,symptom_rag,What complications can Varicella Chickenpox lead to if untreated?
Q03943,triage_emergency,deterministic,triage_emergency,"I'm panicking, my father is slurring words and can't lift his arm."
Q03944,drug_info,deterministic,drug_lookup,Is pregabalin habit forming?
Q03945,drug_info,deterministic,drug_lookup,Substitutes for Glycomet 500?
Q03946,education_condition,llm,symptom_rag,How does Leptospirosis affect daily life?
Q03947,education_condition,llm,symptom_rag,How is Pleural Effusion monitored over time?
Q03948,education_condition,llm,symptom_rag,What foods should I avoid if I have Shigellosis Bacillary Dysentery?
Q03949,education_condition,llm,symptom_rag,What age does Intertrigo usually start?
Q03950,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Hepatitis E?
Q03951,education_condition,llm,symptom_rag,Can Poliomyelitis be prevented?
Q03952,medication_llm,llm,symptom_rag,I missed my Enterogermina dose this morning — what should I do?
Q03953,education_condition,llm,symptom_rag,What are the early symptoms of Cervicitis Cervical Ectropion?
Q03954,education_condition,llm,symptom_rag,What is the long-term outlook for someone with Heart Failure (HFrEF HFpEF)?
Q03955,medication_llm,llm,symptom_rag,I missed my Brufen 400 dose this morning — what should I do?
Q03956,triage_high,deterministic,triage_high,my lips are turning blue — what could this be?
Q03957,triage_emergency,deterministic,triage_emergency,URGENT: the baby is turning blue and limp
Q03958,education_condition,llm,symptom_rag,Are there support resources for people with Bursitis?
Q03959,education_condition,llm,symptom_rag,How serious is Telogen Effluvium?
Q03960,ability_document,deterministic,data_handler_document,Find my latest blood report.
Q03961,education_condition,llm,symptom_rag,What is the difference between mild and severe Alcoholic Hepatitis?
Q03962,drug_info,deterministic,drug_lookup,What are the substitutes of Calpol 500?
Q03963,education_condition,llm,symptom_rag,What is the difference between mild and severe Prediabetes?
Q03964,ability_tracker,deterministic,data_handler_tracker,Just had 2 cups of tea.
Q03965,education_condition,llm,symptom_rag,How is Carpal Tunnel Syndrome diagnosed?
Q03966,education_condition,llm,symptom_rag,What lifestyle changes help with Pertussis (whooping cough)?
Q03967,education_condition,llm,symptom_rag,What questions should I ask my doctor about Tinea Pedis?
Q03968,ability_suggestion,deterministic,data_handler_suggestion,Quick question — any lifestyle suggestions for my high blood pressure?
Q03969,education_condition,llm,symptom_rag,Can children get Venous Leg Ulcer?
Q03970,drug_info,deterministic,drug_lookup,Side effects of Nebistar 5?
Q03971,education_condition,llm,symptom_rag,How serious is Vitamin & Mineral deficiencies?
Q03972,medication_llm,llm,symptom_rag,Can I take sertraline on an empty stomach?
Q03973,drug_info,deterministic,drug_lookup,What are Eno tablets used for?
Q03974,education_condition,llm,symptom_rag,What complications can Barrett's Esophagus lead to if untreated?
Q03975,drug_info,deterministic,drug_lookup,Substitutes for rosuvastatin?
Q03976,medication_llm,llm,symptom_rag,Can I take Atorva 10 on an empty stomach?
Q03977,drug_info,deterministic,drug_lookup,About my medication Enterogermina — what should I know?
Q03978,triage_emergency,deterministic,triage_emergency,Help — my neighbour has no pulse!
Q03979,triage_emergency,deterministic,triage_emergency,my grandfather collapsed and is unresponsive — should I give water?
Q03980,medication_llm,llm,symptom_rag,Can I stop taking Montair LC once I feel better?
Q03981,off_topic,deterministic,scope_decline,Can you help me with this: help me with html and css for my website.
Q03982,drug_interaction,deterministic,drug_interaction_query,Can I take Azithral 500 with alcohol?
Q03983,medication_llm,llm,symptom_rag,I missed my prednisolone dose this morning — what should I do?
Q03984,education_condition,llm,symptom_rag,What foods should I avoid if I have High LDL cholesterol?
Q03985,triage_emergency,deterministic,triage_emergency,my uncle has weakness on one side of his body — should I give water?
Q03986,drug_info,deterministic,drug_lookup,About my medication Janumet — what should I know?
Q03987,education_condition,llm,symptom_rag,My father was just diagnosed with Erectile Dysfunction. What should our family know?
Q03988,off_topic,deterministic,scope_decline,"Please, help me fix this syntax error in my code."
Q03989,education_condition,llm,symptom_rag,Can Somatic Symptom Disorder be prevented?
